--SOURCE: CSMN666LAB SPRING 2005
--PROD_NO, PROD_UNIT_PRICE, PROD_DESC

224	406.61	"19""  RATCHET SOFT CABLE CUT.  FG HDLE"
225	406.61	"Impact Socket  3/4"" Square Drive Double Square  1-7/16"
226	406.61	"Impact Socket  1"" Square Drive Standard  3-13/16"
227	406.61	PART  PIVOT BOLT/6990
228	691.96	BOLT ASSY-6990
229	691.96	CUTTER HEAD
230	828.09	PART WORK STATION BASE/7190
231	902.5	CENTER CUT CUTTERHEAD WORKSTATION
232	938.06	CTR CUT HARD CHAIN CUTTHEAD WKSTATION
233	938.06	CLIPPER CUT CUTTERHEAD WORKSTATION
234	938.06	CRIMPER  BENCH MOUNT
235	938.06	CABLE CUTTER CUTTERHEAD WORKSTATION
236	938.06	CUTTER RATCHET HARD/SOFT CABLE
237	1433.59	"Impact Socket  1"" Square Drive Deep  3-13/16"
238	1414.51	HANDLE-SLEEVE ASSEMBLY - 8690 SERIES
239	265.52	HANDLE W/GRIP
240	275.15	HANDLE W/PIN - 8690 SERIES
241	372.78	HANDLE W/SLEEVE
242	406.61	JAW  REPL 8690FH W/KEEPER
243	691.96	BLADE  W/KEEPER FOR 8690FSK
244	691.96	8610CK JAW-HANDLE ASSEMBLY - 8690CK
245	902.5	8610FH JAW  REPL - 8690FH W/O KEEPER
246	938.06	8610FSK BLADE  W/OUT KEEPER - 8690FSK
247	938.06	JAW  REPL/8690TN LEFT OR RIGHT
248	1197.88	"Impact Socket  1"" Square Drive Standard  3-7/8"
249	1414.51	8611CK JAW  REPL - 8690CK W/O HANDLE
250	18.14	8612FH JAW  REPL  PAIR - 8690FH
251	18.14	JAW SET-8690TN
252	18.14	CUTTERHEAD/8690CK
253	18.14	"CUTTERHEAD 8690CS 3""""SOFT CABLE"
254	18.14	8613FH CUTTERHEAD - 8690FH
255	18.14	CUTTER  HEAD ASSY FOR 8690FSK
256	21.68	CUTTERHEAD/8690TN
257	21.68	8619FS BUSHING  CHAIN LINK - 8690 SERIES
258	21.68	CHEEK  JAW - 8690CK
259	26.75	"Impact Socket  1"" Square Drive Deep  3-7/8"
260	26.75	8621FS SIDE PLATE FOR 8690 SERIES
261	26.75	8624FS GEAR SPROCKET - 8690 SERIES
262	26.75	BOLT  LEFT HDLE CONNECTING - 8690 SERIES
263	33.89	CHEEK BOLT - 8690 SERIES
264	33.89	8636FS PAWL  DRIVE PANEL FOR 8690 SERIES
265	33.89	PAWL  DETENT - 8690 SERIES
266	33.89	DRIVE PAWL BUSHING - 8690 SERIES
267	44.5	DETENT BUSHING - 8690 SERIES
268	44.5	SPACER-8690CK
269	44.5	8644FS THIN SPACER  RATCHET - 8690 SERIE
270	44.5	"Impact Socket  1"" Square Drive Standard  3-15/16"
271	44.5	SPACER  RATCHET HANDLE - 8690 SERIES
272	44.5	BUSHING  SIDE PLATE - 8690 SERIES
273	47.83	CLAMP  HANDLE SLEEVE - 8690 SERIES
274	47.83	KEEPER ASEM-8690FH
275	47.83	8652FS CHAIN CONNECTOR LINK 8690 SERIES
276	47.83	CHAIN - 8690 SERIES
277	55.01	SNUBBER  CHAIN - 8690 SERIES
278	55.01	SPRING  SIDE PLATE - 8690 SERIES
279	55.01	SPRING  DRIVE PAWL - 8690 SERIES
280	55.01	SPRING  DETENT - 8690 SERIES
281	61.85	"Impact Socket  1"" Square Drive Deep  3-15/16"
282	61.85	SPRING  RETURN - 8690 SERIES
283	61.85	EXTENSION SPRING - 8690TN
284	61.85	RUBBER SLEEVE - 8690 SERIES
285	66.06	HANDLE SLEEVE (NO CLAMP) - 8690 SERIES
286	66.06	8681FHX RUBBER SLEEVE  8690 SERIES
287	66.06	PART RETAINGING RING /8690
288	66.06	PIN  SPRING - 8690 SERIES
289	66.06	8687FHR SERVICE KIT FOR 8690 SERIES
290	85.95	BOLT ASSEMBLY - 8690 SERIES
291	85.95	"CUTTER RATCHET  28"" GUY STRAND"
292	85.95	"Impact Socket  1"" Square Drive Standard  4"
293	95.77	"CUTTER  RATCHET 3"" CAPALITY SOFT CABLE"
294	95.77	"8690FH CUTTER RATCHET 29"" HARD CABLE"
295	102.02	CUTTER  RATCHET W/KEEPER SOFT CABLE
296	152.89	"CUTTER RATCHET 36"" WIRE ROPE"
297	153.47	PIVOT BOLT - 8690FSK
298	183.72	PART PIVOT BOLT ASSY./8690CK
299	209.11	PART  PIVOT BOLT ASSY./8690FH
300	209.11	8695FSK PIVOT BOLT ASSY FOR 8690FSK
301	34.07	STATIONARY BLADE - 8790CS
302	34.07	MOVING BLADE - 8790CS
303	35.4	"Impact Socket  1"" Square Drive Deep  4"
304	35.4	CUTTERHEAD/8790CS
305	46.22	CUTTERHEAD W/KEEPER - 8790FSK
306	47.75	RETURN SPRING - 8790 SERIES
307	48.04	"RATCHETING SOFT CABLE CUTTER - 3"" CAP."
308	63.2	RATCHET  CABLE CUTTER W/KEEPER
309	63.2	BOLT ASSY-8713CS
310	65.03	KIT  JAW SET FOR 8913CN
311	65.17	CUTTERHEAD SHEAR CUT/178089
312	82.54	8992CNS BOLT ASSEMBLY - 8913CN
313	82.54	NUT - 8913CN
314	82.54	"Impact Socket  1"" Square Drive Standard  4-1/16"
315	84.25	9112C JAW REPL PAIR C-CUT FOR 9190C
316	84.57	9112NE JAW REPL PAIR CLIP-CUT/9190NE
317	133.16	CUTTERHEAD  ANGULAR - 9190A
318	133.16	CUTTERHEAD  CENTER CUT - 9190C
319	133.16	CUTTERHEAD LONG NOSE C-CUT F/9190
320	135.43	CUTTERHEAD  END NIPPER CUT - 9190NE
321	138.88	9127 SCREW  ROD END - 9190 SERIE
322	173.25	9128 CYLINDER SET SCREW - 9190 SERIES
323	173.99	9129 CYLINDER WIPER - 9190 SERIES
324	177.2	CYLINDER END CAP - 9190 SERIES
325	177.53	"Impact Socket  1"" Square Drive Deep  4-1/16"
326	177.53	9131 KEY  INTERNAL LOCK - 9190 SERIES
327	14.09	9132S O'RING  BUMPER - 9190 SERIE
328	25.2	PISTON SEAL - 9190 SERIES
329	66.72	9134 O'RING PISTON SEAL - 9190 SERIE
330	207.58	PISTON - 9190 SERIES
331	997.84	9139 CYLINDER FOR 9190 SERIES
332	207.58	9140 CYLINDER ASSEMBLY - 9190 SERIES
333	8.43	ARM/PIN ASSEMBLY - 9190 SERIES
334	8.43	BUSHING - 9190 SERIES
335	4.56	9146 ROD END WITH SCREW - 9190 SERIE
336	8.43	"Impact Socket  3/4"" Square Drive Double Square Deep  1-7/16"
337	4.56	"Impact Socket  1"" Square Drive Standard  4-1/8"
338	8.43	9147 HANDLE GRIP - 9190/9290 SERIE
339	8.43	PUSH ROD - 9190 SERIES
340	6.84	9150HK VALVE CAP - 9190/9290 SERIE
341	8.43	LOWER BRACKET - 9190 SERIES
342	3.77	9152 UPPER BRACKET - 9190 SERIES
343	8.43	GASKET  VALVE CAP - 9190/9290 SERIES
344	6.84	VALVE BODY ASSEMBLY - 9190 SERIES
345	3.77	9155 PLUNGER PIN - 9190/9290 SERIE
346	8.43	9156 VALVE GASKET - 9190/9290
347	6.84	VALVE BODY SPRING - 9190/9290 SERIES
348	3.77	"Impact Socket  1"" Square Drive Deep  4-1/8"
349	8.81	VALVE BODY PLUNGER - 9190/9290 SERIES
350	7.22	9159 PLUNGER SPRING - 9190/9290 SERIES
351	3.77	BOLT  ARM PIVOT - 9190 SERIES
352	8.81	GASKET  CAP NUT - 9190/9290 SERIES
353	7.22	9164 O'RING VALVE PLUNGER - 9190/9290
354	11.41	9165 SCREEN  CYLINDER - 9190/9290 SERIE
355	5.41	SPRING ARM RETURN - 9190 SERIES
356	11.41	9167 BOLT  ARM CONNECTION - 9190 SERIE
357	4.18	FRONT HANDLE - 9190 SERIES
358	8.81	PIN  LEVER PIVOT - 9190 SERIES
359	7.6	"Impact Socket  1"" Square Drive Standard  4-3/16"
360	11.41	9170 TRIGGER PIN - 9190/9290 SERIES
361	5.99	TRIGGER ASSEMBLY - 9190 SERIES
362	4.18	PLUNGER ASSEMBLY - 9190/9290 SERIES
363	7.6	9174 VALVE BODY ASSEMBLY - 9190 SERIES
364	11.78	9185 STEEL WASHER - 9190 SERIES
365	5.99	"SCREW  1/2""  PISTON ROD ASSEM. - 9190"
366	4.18	"9187 ROD  1/2"" PISTON ROD ASSY - 9190"
367	7.6	PNEUMATIC CUTTER  ANGULAR CUTTERHEAD
368	11.78	9190C PNEUMATIC CUTTER  CENTER CUT
369	5.99	CUTTER PNEUMATIC CENTER CUT LIGHT DUTY
370	5.01	"Impact Socket  1"" Square Drive Deep  4-3/16"
371	8.2	CUTTER PNEUMATIC LONG NOSE CTR. CUT
372	12.94	PNEUMATIC CUTTER  END NIPPER CUTTERHEAD
373	7.72	PNEUMATIC CUTTER  CLIPPER CUT CUTTERHEAD
374	5.32	9194 COTTER PIN - 9190 SERIE
375	8.89	JAW RT-CLP CUT 9290NE
376	13.36	9212C JAW REPL PAIR C-CUT FOR 9290C
377	8.29	JAW SET  CLIPPER CUT - 9290NE
378	6.28	9213C  CUTTERHEAD  CNTR CUT - 9290C
379	9.67	9213NE CUTTERHEAD  CLIPPER CUT - 9290NE
380	15.25	WASHER  9290 SERIES
381	9.28	"Impact Socket  1"" Square Drive Standard  4-1/4"
382	6.73	9225 SCREW  CLEVIS ADJUST. - 9290 SERIE
383	10.89	NUT  CLEVIS ADJ. - 9290 SERIES
384	8.61	9227 STUD  VALVE HOLD - 9290 SERIES
385	10.89	NUT  FLEXLOCK - 9290 SERIES
386	9	9229 WIPER RING - 9290 SERIE
387	11.97	CYLINDER FRONT HEAD - 9290 SERIES
388	9	CYLINDER REAR HEAD - 9290 SERIES
389	14.31	9232 CYLINDER BUMPER RING - 9290 SERIE
390	9	9233 PISTON SEAL - 9290 SERIE
391	15.16	9234 REAR HEAD GASKET - 9290 SERIES
392	10.8	"Impact Socket  1"" Square Drive Deep  4-1/4"
393	16.33	CAP SCREW - 9290 SERIES
394	12.94	PISTON ROD - 9290 SERIES
395	18.27	9238 PISTON FOR 9290 SERIES
396	13.94	CYLINDER TUBE - 9290 SERIES
397	20.09	CYLINDER ASSEMBLY - 9290 SERIES
398	14.56	ARM-PIN ASSEMBLY - 9290 SERIES
399	20.09	ROD END CLEVIS - 9290 SERIES
400	110.05	PUSH ROD - 9290 SERIES
401	76.95	LOWER BRACKET - 9290 SERIES
402	108.18	UPPER BRACKET - 9290 SERIES
403	47.44	"Impact Socket  1"" Square Drive Standard  4-5/16"
404	3.77	9254 VALVE BODY - 9290 SERIES
405	8.46	CAP NUT - 9290 SERIES
406	6.84	VALVE BODY BOLT - 9290 SERIES
407	3.77	EXTENSION SPRING - 9290 SERIES
408	6.84	9268 FRONT HANDLE - 9290 SERIES
409	3.77	PIVOT PIN - 9290 SERIES
410	14.03	TRIGGER ASSEMBLY - 9290 SERIES
411	8.46	VALVE ASSEMBLY - 9290 SERIES
412	6.84	9290C HEAVY DUTY PNEUMATIC CUTTER  C CUT
413	3.77	9290NE  HEAVY DUTY PNEU. CUTTER  CLIPPER
414	7.22	"Impact Socket  1"" Square Drive Deep  4-5/16"
415	11.41	BU0180 PART  RUBBER GRIP  HANDLE-BU
416	5.41	PART 7FT.HOSE
417	3.77	PART HYDRAULIC HOSE COUPLER 3/8
418	8.46	PART RAM HALF COUPLER 3/8
419	7.22	PART  HOSE HALF COUPLER 3/8
420	11.41	PUMP 3/4HP 115V 60HZ.SGL.VALVE
421	5.41	HYDRAULIC PUMP:4-WAY MAN. VALVE
422	4.19	HYDRAULIC PUMP:DBL SOL. VALVE
423	7.6	PUMP 1.5HP 220V 3PH SGL VALVE
424	11.41	PUMP1.5HP-4WAY VALVE-MAN 230V3P
425	5.41	"Impact Socket  1"" Square Drive Standard  4-3/8"
426	4.19	PUMP  FOOT AIR OVER HYDRAULIC
427	7.6	PUMP  BATTERY W/CHARGER
428	11.78	PUMP BATTERY W/CHARGER W/DUMP/HOLD VALVE
429	5.99	BATTERY  REPLACEMENT FOR HKB01  HKB02
430	4.19	PUMP  .5HP 110V 50/60HZ DUMP CONST-DUTY
431	8.46	PUMP .5HP 220V 50/60HZ DUMP CONSTRU DUTY
432	7.6	PUMP 1HP 110V 60HZ DUMP INDUSTRIAL DUTY
433	11.78	PUMP 1.5HP 110V 60HZ DUMP INDUST DUTY
434	5.99	PUMP 1.5HP 230V 3PHASE 60HZ DUMP IND DTY
435	4.3	PUMP 3HP 230V 3PHASE 60HZ DUMP IND DUTY
436	7.8	"Impact Socket  1"" Square Drive Deep  4-3/8"
437	11.78	PUMP 12.5HP 230V/460V-3-60 3POS MAN VAL
438	5.99	PUMP  HAND  TWO SPEED HYDRAULIC
439	4.3	DISPLAY-AC BOLT CUTTERS
440	8.46	CUTTER HYDRAULIC WIRE ROPE 3
441	7.8	PART HANDLE GRIP F/0190FC
442	11.78	PART GRIPS FOR 0290FC 0290FCS
443	5.99	PART HOOKED BLADE F/0990T
444	5.14	PART KEEPER F/0990T
445	8.42	PART SEAL F/W11800
446	12.94	BLADE STRAIGHT FOR 1290G 1211GS
447	7.53	"Impact Socket  3/4"" Square Drive Double Square  1-1/2"
448	5.14	"Impact Socket  1"" Square Drive Standard  4-7/16"
449	9.13	PART RING ASSY F/W75000 WRC125
450	14.03	"PART """"O"" RING F/W11800"
451	7.72	PART PLUG
452	5.47	PART NAME PLATE F/W106920 14048
453	9.13	PART RETAINING RING F/W1180
454	8.11	PART FILTER
455	6.45	PART STOP SLEEVE 30378 MTO
456	9.41	PLUG 330464
457	14.48	PART PLUG F/W106920 330703
458	8.29	PART LABEL F/W106920 44048
459	6.45	"Impact Socket  1"" Square Drive Deep  4-7/16"
460	9.92	PART HANDLE ASSEMBLY 44318 MTO
461	15.25	PWC-9 CUTTER-HAND-PIANO WIRE
462	9.28	KIT HARDWARE F/W10824 W10904
463	6.45	KIT SWITCH ASSEMBLY F/W10824 W10904
464	11.18	KIT HARDWARE F/1752-1753
465	6.92	KIT LIFTER ASSEMBLY F/1752-1753
466	11.18	KIT CUTTERHEAD HARDWARE F/1713A
467	8.85	KIT CUTTERHEAD HARDWARE F/1713CDX
468	11.18	KIT CUTTERHEAD HARDWARE F/1713PQ
469	8.85	KIT KEEPER-HARDWARE F/1713T
470	12.29	"Impact Socket  1"" Square Drive Standard  4-1/2"
471	9.24	KIT CUTTERHEAD HARDWARE F/1713TA
472	14.69	KIT CUTTERHEAD HARDWARE F/1713TC
473	9.24	KIT CUTTERHEAD HARDWARE F/1713TN
474	14.69	KIT KEEPER ASSEMBLY F/8913CN
475	9.24	KIT CYLINDER ASSEMBLY F/1752-1753
476	15.57	KIT HANDLE ASSEMBLY F/1752-1753
477	9.24	PART REPAIR KIT/1700 SERIES
478	15.57	KIT COLLARS F/1752-1753
479	9.35	KIT SPRING ASSEMBLY F/1752-1753
480	16.33	KIT PISTON ASSEMBLY F/1752-1753
481	10.81	"Impact Socket  1"" Square Drive Deep  4-1/2"
482	16.33	KIT RAM ASSEMBLY F/1752-1753
483	12.94	KIT CORD ASSEMBLY F/W10824 W10904
484	18.27	R9190 PART REPAIR KIT/9190
485	12.94	R9290 PART REPAIR KIT/9290
486	18.27	KIT  REPAIR- BU0833 PUMP
487	13.95	HANDLE ASSEMBLY - WTC400C/SC400S
488	20.1	LINK - WTC400C/SC400S
489	14.56	LINK BLADE TOGGLE - WTC400C/SC400S
490	20.1	CLAMP RING  CUTTER - WTC400C/SC400S
491	8.46	PIVOT PIN - WTC400C/SC400S
492	8.46	"Impact Socket  1"" Square Drive Std Metric  100"
493	8.46	PIVOT PIN  RS4027 -- WTC400C/SC400S
494	8.46	LOCKING TAB - WTC400C/SC400S
495	3.77	RETURN SPRING SCREW - WTC400C/SC400S
496	8.46	CYLINDER ASSEMBLY - WTC400C/SC400S
497	6.84	PISTON - WTC400C
