--SOURCE: CSMN666LAB SPRING 2005
--ORDER_NO,PROD_NO,QTY
399	399	1
400	400	1
401	401	1
402	402	1
403	403	1
404	404	1
405	405	1
406	406	1
407	407	1
408	408	1
409	409	1
410	410	1
411	411	1
412	412	1
413	413	1
414	414	1
415	415	1
416	416	1
417	417	1
418	418	1
419	419	1
420	420	1
421	421	1
422	422	1
423	423	1
424	424	1
425	425	1
426	426	1
427	427	1
428	428	1
429	429	1
430	430	1
431	431	1
432	432	1
433	433	1
434	434	1
435	435	1
436	436	1
437	437	1
438	438	1
439	439	1
440	440	1
441	441	1
442	442	1
443	443	1
444	444	1
445	445	1
446	446	1
447	447	1
448	448	1
449	449	1
450	450	1
451	451	1
452	452	1
453	453	1
454	454	1
455	455	1
456	456	1
457	457	1
458	458	1
459	459	1
460	460	1
461	461	1
462	462	1
463	463	1
464	464	1
465	465	1
466	466	1
467	467	1
468	468	1
469	469	1
470	470	1
471	471	1
472	472	1
473	473	1
474	474	1
475	475	1
476	476	1
477	477	1
478	478	1
479	479	1
480	480	1
481	481	1
482	482	1
483	483	1
484	484	2
485	485	2
486	486	2
487	487	2
488	488	2
489	489	2
490	490	2
491	491	2
492	492	2
493	493	2
494	494	2
495	495	2
496	496	2
497	497	2
498	498	2
499	499	2
500	500	2
501	501	2
502	502	2
503	503	2
504	504	2
505	505	2
506	506	2
507	507	2
508	508	2
509	509	2
510	510	2
511	511	2
512	512	2
513	513	2
514	514	2
515	515	2
516	516	2
517	517	2
518	518	2
519	519	2
520	520	2
521	521	2
522	522	2
523	523	2
524	524	2
525	525	2
526	526	2
527	527	2
528	528	2
529	529	2
530	530	2
531	531	2
532	532	2
533	533	2
534	534	2
535	535	2
536	536	2
537	537	2
538	538	2
539	539	2
540	540	2
541	541	2
542	542	2
543	543	2
544	544	2
545	545	2
546	546	2
547	547	2
548	548	2
549	549	2
550	550	2
551	551	2
552	552	2
553	553	2
554	554	2
555	555	2
556	556	2
557	557	2
558	558	2
559	559	2
560	560	2
561	561	2
562	562	2
563	563	2
564	564	2
565	565	2
566	566	2
567	567	2
568	568	2
569	569	2
570	570	2
571	571	2
572	572	2
573	573	2
574	574	2
575	575	2
576	576	2
577	577	2
578	578	2
579	579	2
580	580	2
581	581	2
582	582	2
583	583	2
584	584	2
585	585	2
586	586	2
587	587	2
588	588	2
589	589	2
590	590	2
591	591	2
592	592	2
593	593	2
594	594	2
595	595	2
596	596	2
597	597	2
598	598	2
599	599	2
600	600	2
601	601	2
602	602	2
603	603	2
604	604	2
605	605	2
606	606	2
607	607	2
608	608	2
609	609	2
610	610	2
611	611	2
612	612	2
613	613	2
614	614	2
615	615	2
616	616	2
617	617	2
618	618	2
619	619	2
620	620	2
621	621	2
622	622	2
623	623	2
624	624	2
625	625	2
626	626	2
627	627	2
628	628	2
629	629	2
630	630	2
631	631	2
632	632	2
633	633	2
634	634	2
635	635	2
636	636	2
637	637	2
638	638	2
639	639	2
640	640	2
641	641	2
642	642	2
643	643	2
644	644	2
645	645	2
646	646	2
647	647	2
648	648	2
649	649	2
650	650	2
651	651	2
652	652	2
653	653	2
654	654	2
655	655	2
656	656	2
657	657	2
658	658	2
659	659	2
660	660	2
661	661	2
662	662	2
663	663	2
664	664	2
665	665	2
666	666	2
667	667	2
668	668	2
669	669	2
670	670	2
671	671	2
672	672	2
673	673	2
674	674	2
675	675	2
676	676	2
677	677	2
678	678	2
679	679	2
680	680	2
681	681	2
682	682	2
683	683	2
684	684	2
685	685	2
686	686	2
687	687	2
688	688	2
689	689	2
690	690	2
691	691	2
692	692	2
693	693	2
694	694	2
695	695	2
696	696	2
697	697	2
698	698	2
699	699	2
700	700	2
701	701	2
702	702	2
703	703	2
704	704	2
705	705	2
706	706	2
707	707	2
708	708	2
709	709	2
710	710	2
711	711	2
712	712	2
713	713	2
714	714	2
715	715	2
716	716	2
717	717	2
718	718	2
719	719	2
720	720	2
721	721	2
722	722	2
723	723	2
724	724	2
725	725	2
726	726	2
727	727	2
728	728	2
729	729	2
730	730	2
731	731	2
732	732	2
733	733	2
734	734	2
735	735	2
736	736	2
737	737	2
738	738	2
739	739	2
740	740	2
741	741	2
742	742	2
743	743	2
744	744	2
745	745	2
746	746	2
747	747	2
748	748	2
749	749	2
750	750	2
751	751	2
752	752	2
753	753	2
754	754	2
755	755	2
756	756	2
757	757	2
758	758	2
759	759	2
760	760	2
761	761	2
762	762	2
763	763	2
764	764	2
765	765	2
766	766	2
767	767	2
768	768	2
769	769	2
770	770	2
771	771	2
772	772	2
773	773	2
774	774	2
775	775	2
776	776	2
777	777	2
778	778	2
779	779	2
780	780	2
781	781	2
782	782	2
783	783	2
784	784	2
785	785	2
786	786	2
787	787	2
788	788	2
789	789	2
790	790	2
791	791	2
792	792	2
793	793	2
794	794	2
795	795	2
796	796	2
797	797	2
798	798	2
799	799	2
800	800	2
801	801	2
802	802	2
803	803	2
804	804	2
805	805	2
806	806	2
807	807	2
808	808	2
809	809	2
810	810	2
811	811	2
812	812	2
813	813	2
814	814	2
815	815	2
816	816	2
817	817	2
818	818	2
819	819	2
820	820	2
821	821	2
822	822	2
823	823	2
824	824	2
825	825	2
826	826	2
827	827	2
828	828	2
829	829	3
830	830	3
831	831	3
832	832	3
833	833	3
834	834	3
835	835	3
836	836	3
837	837	3
838	838	3
839	839	3
840	840	3
841	841	3
842	842	3
843	843	3
844	844	3
845	845	3
846	846	3
847	847	3
848	848	3
849	849	3
850	850	3
851	851	3
852	852	3
853	853	3
854	854	3
855	855	3
856	856	3
857	857	3
858	858	3
859	859	3
860	860	3
861	861	3
862	862	3
863	863	3
864	864	3
865	865	3
866	866	3
867	867	3
868	868	3
869	869	3
870	870	3
871	871	3
872	872	3
873	873	3
874	874	3
875	875	3
876	876	3
877	877	3
878	878	3
879	879	3
880	880	3
881	881	3
882	882	3
883	883	3
884	884	3
885	885	3
886	886	3
887	887	3
888	888	3
889	889	3
890	890	3
891	891	3
892	892	3
893	893	3
894	894	3
895	895	3
896	896	3
897	897	3
898	898	3
899	899	3
900	900	3
901	901	3
902	902	3
903	903	3
904	904	3
905	905	3
906	906	3
907	907	3
908	908	3
909	909	3
910	910	3
911	911	3
912	912	3
913	913	3
914	914	3
915	915	3
916	916	3
917	917	3
918	918	3
919	919	3
920	920	3
921	921	3
922	922	3
923	923	3
924	924	3
925	925	3
926	926	3
927	927	3
928	928	3
929	929	3
930	930	3
931	931	3
932	932	3
933	933	3
934	934	3
935	935	3
936	936	3
937	937	3
938	938	3
939	939	3
940	940	3
941	941	3
942	942	3
943	943	3
944	944	3
945	945	3
946	946	3
947	947	3
948	948	3
949	949	3
950	950	3
951	951	3
952	952	3
953	953	3
954	954	3
955	955	3
956	956	3
957	957	3
958	958	3
959	959	3
960	960	3
961	961	3
962	962	3
963	963	3
964	964	3
965	965	3
966	966	3
967	967	3
968	968	3
969	969	3
970	970	3
971	971	3
972	972	3
973	973	3
974	974	3
975	975	3
976	976	3
977	977	3
978	978	3
979	979	3
980	980	3
981	981	3
982	982	3
983	983	3
984	984	3
985	985	3
986	986	3
987	987	3
988	988	3
989	989	3
990	990	3
991	991	3
992	992	3
993	993	3
994	994	3
995	995	3
996	996	3
997	997	3
998	998	3
999	999	3
1000	1000	3
1001	1001	3
1002	1002	3
1003	1003	3
1004	1004	3
1005	1005	3
1006	1006	3
1007	1007	3
1008	1008	3
1009	1009	3
1010	1010	3
1011	1011	3
1012	1012	3
1013	1013	3
1014	1014	3
1015	1015	3
1016	1016	3
1017	1017	3
1018	1018	3
1019	1019	3
1020	1020	3
1021	1021	3
1022	1022	3
1023	1023	3
1024	1024	3
1025	1025	3
1026	1026	3
1027	1027	3
1028	1028	3
1029	1029	3
1030	1030	3
1031	1031	3
1032	1032	3
1033	1033	3
1034	1034	3
1035	1035	3
1036	1036	3
1037	1037	3
1038	1038	3
1039	1039	1
1040	1040	1
1041	1041	1
1042	1042	1
1043	1043	1
1044	1044	1
1045	1045	1
1046	1046	1
1047	1047	1
1048	1048	1
1049	1049	1
1050	1050	1
1051	1051	1
1052	1052	1
1053	1053	1
1054	1054	1
1055	1055	1
1056	1056	1
1057	1057	1
1058	1058	1
1059	1059	1
1060	1060	1
1061	1061	1
1062	1062	1
1063	1063	1
1064	1064	1
1065	1065	1
1066	1066	1
1067	1067	1
1068	1068	1
1069	1069	1
1070	1070	1
1071	1071	1
1072	1072	1
1073	1073	1
1074	1074	1
1075	1075	1
1076	1076	1
1077	1077	1
1078	1078	1
1079	1079	1
1080	1080	1
1081	1081	1
1082	1082	1
1083	1083	1
1084	1084	1
1085	1085	1
1086	1086	1
1087	1087	1
1088	1088	1
1089	1089	1
1090	1090	1
1091	1091	1
1092	1092	1
1093	1093	1
1094	1094	1
1095	1095	1
1096	1096	1
1097	1097	1
1098	1098	1
1099	1099	1
1100	1100	1
